LabComponentKey,LabComponentEpicId,measurement_concept_id,CommonName,BundleName,n_lab_component_result,n_procedure_orders
12497,3043637,NA,NEUROX2 PANEL REPORT,Neurox2 Panel-Mol Nsc Ucl,1,7
9122,3040238,NA,CLINICAL COMMENT BVLC,New HBV Patient,1,117
9123,3040239,NA,LABORATORY COMMENT BVLK,New HBV Patient,1,117
9419,3040535,NA,HEPATITIS D ANTIBODIES,New HBV Patient,3,117
9120,3040236,3032567,HEPATITIS B DNA BVL1,New HBV Patient,11,117
9121,3040237,36660207,HEPATITIS B DNA BVL2,New HBV Patient,28,117
9119,3040235,NA,SPECIMEN TYPE HBVS,New HBV Patient,39,117
9117,3040233,NA,HEPATITIS B VIRAL LOAD,New HBV Patient,39,117
8967,3040083,3013801,ANTI-HCV,New HBV Patient,40,117
8966,3040082,NA,HEPATITIS C ANTIBODY SCREEN,New HBV Patient,40,117
8938,3040054,40760007,ANTIBODIES TO HIV 1+2,New HBV Patient,40,117
8969,3040085,3019284,HBSAG,New HBV Patient,42,117
9388,3040504,3023378,HBE ANTIGEN,New HBV Patient,43,117
9389,3040505,3036806,ANTI-HBE,New HBV Patient,43,117
9004,3040120,3036282,ANTI-HBCORE,New HBV Patient,43,117
9421,3040537,3004347,ANTI-HDV DELTA HDVT,New HBV Patient,44,117
9138,3040254,3034400,ANTI-HEPATITIS A TOTAL AB,New HBV Patient,44,117
9011,3040127,NA,ANTI-HBSURFACE INTERPRETATION,New HBV Patient,44,117
9139,3040255,NA,CLINICAL COMMENT HAVC,New HBV Patient,44,117
9010,3040126,3013731,ANTI-HBSURFACE,New HBV Patient,44,117
9387,3040503,3022560,ANTI-HBCORE IGM,New HBV Patient,44,117
8970,3040086,NA,CLINICAL COMMENT HBCC,New HBV Patient,52,117
9180,3040296,NA,LABORATORY COMMENT CVLK,New HCV Patient,1,87
8939,3040055,NA,CLINICAL COMMENT CHIV,New HCV Patient,1,87
9175,3040291,NA,PLEASE NOTE 2HC,New HCV Patient,1,87
9805,3040921,NA,PLEASE NOTE 2HG,New HCV Patient,2,87
9179,3040295,NA,CLINICAL COMMENT CVLC,New HCV Patient,6,87
9808,3040924,NA,CLINICAL COMMENT HCGC,New HCV Patient,6,87
9177,3040293,3018447,HEPATITIS C RNA CVL1,New HCV Patient,12,87
9178,3040294,3008075,HEPATITIS C RNA CVL2,New HCV Patient,18,87
9807,3040923,3002653,HEPATITIS C GENOTYPE,New HCV Patient,24,87
8938,3040054,40760007,ANTIBODIES TO HIV 1+2,New HCV Patient,26,87
9176,3040292,NA,SPECIMEN TYPE HCVS,New HCV Patient,30,87
9174,3040290,NA,HEPATITIS C VIRAL LOAD,New HCV Patient,30,87
8967,3040083,3013801,ANTI-HCV,New HCV Patient,31,87
8969,3040085,3019284,HBSAG,New HCV Patient,31,87
8966,3040082,NA,HEPATITIS C ANTIBODY SCREEN,New HCV Patient,31,87
9139,3040255,NA,CLINICAL COMMENT HAVC,New HCV Patient,32,87
9004,3040120,3036282,ANTI-HBCORE,New HCV Patient,32,87
9138,3040254,3034400,ANTI-HEPATITIS A TOTAL AB,New HCV Patient,33,87
9010,3040126,3013731,ANTI-HBSURFACE,New HCV Patient,33,87
9806,3040922,NA,SPECIMEN TYPE HVGS,New HCV Patient,33,87
9011,3040127,NA,ANTI-HBSURFACE INTERPRETATION,New HCV Patient,33,87
8970,3040086,NA,CLINICAL COMMENT HBCC,New HCV Patient,45,87
11048,3042167,NA,NMDA RECEPTOR ANTIBODIES NMD,Nmda Receptor Abs (Nmu),9,15
10543,3041658,3009471,PLASMA NEFA NEFG,Non Esterified Fatty Acids,425,637
21095,5412,NA,HISTORIC COMMENT,Norovirus RNA Detection (PCR),6,2247
9589,3040705,NA,PLEASE NOTE 2NO,Norovirus RNA Detection (PCR),33,2247
9593,3040709,NA,CLINICAL COMMENT NORC,Norovirus RNA Detection (PCR),35,2247
9591,3040707,40758035,NOROVIRUS G1 GENOME,Norovirus RNA Detection (PCR),410,2247
9592,3040708,40758036,NOROVIRUS G2 GENOME,Norovirus RNA Detection (PCR),410,2247
9152,3040268,40758036,NOROVIRUS G2 RNA,Norovirus RNA Detection (PCR),558,2247
9151,3040267,40758035,NOROVIRUS G1 RNA,Norovirus RNA Detection (PCR),558,2247
9590,3040706,NA,SPECIMEN TYPE NORS,Norovirus RNA Detection (PCR),1139,2247
10407,3041522,NA,PLEASE NOTE 1CF,Norwich Reference Lab,14,34
10411,3041526,3013244,ADENOVIRUS CFAD,Norwich Reference Lab,17,34
10415,3041530,3030125,PARAINFLUENZA,Norwich Reference Lab,17,34
10412,3041527,3028284,C BURNETII PHASE 2,Norwich Reference Lab,17,34
10413,3041528,3045604,CHLAMYDIA,Norwich Reference Lab,17,34
10416,3041531,3015057,RESPIRATORY SYNCYTIAL VIRUS,Norwich Reference Lab,17,34
10414,3041529,3024072,M PNEUMONIAE,Norwich Reference Lab,17,34
10410,3041525,3013622,INFLUENZA B,Norwich Reference Lab,18,34
10409,3041524,3015147,INFLUENZA A,Norwich Reference Lab,18,34
10408,3041523,NA,SPECIMEN TESTED BY RCFL,Norwich Reference Lab,21,34
10417,3041532,NA,CLINICAL COMMENT RCFC,Norwich Reference Lab,29,34
23222,7498,NA,PAN-CORONAVIRUS PCR,Novel Coronavirus,1,1578
23590,9005,NA,COVID-19 LATERAL FLOW RESULT,Novel Coronavirus,1,1578
23231,8838,NA,COVID-19 PCR,Novel Coronavirus,7,1578
23223,7499,NA,SEASONAL CORONAVIRUS PCR,Novel Coronavirus,11,1578
23219,7495,NA,CORONAVIRUS REFERENCE LAB,Novel Coronavirus,45,1578
23225,7502,37310255,REF COVID-19 RESULT,Novel Coronavirus,195,1578
23220,7496,NA,CORONAVIRUS SPECIMEN TYPE,Novel Coronavirus,280,1578
23224,7500,NA,CORONAVIRUS COMMENT,Novel Coronavirus,345,1578
23221,7497,NA,CORONAVIRUS REPORT FROM,Novel Coronavirus,1890,1578
23237,8850,NA,MOBILE NUMBER FOR SMS,Novel Coronavirus,42311,1578
23230,8837,NA,COVID-19 LAB COMMENT,Novel Coronavirus,78174,1578
23229,8836,NA,COVID-19 CLINICAL COMMENT,Novel Coronavirus,241535,1578
23227,8834,NA,COVID-19 SPECIMEN TYPE,Novel Coronavirus,311667,1578
23228,8835,586526,COVID-19 RESULT,Novel Coronavirus,320169,1578
9238,3040354,3016999,RUBELLA IGG ANTIBODIES RUGR,Occupational Hlth Screen,1,2
9242,3040358,3023895,VARICELLA ZOSTER IGG VZGR,Occupational Hlth Screen,1,2
8969,3040085,3019284,HBSAG,Occupational Hlth Screen,1,2
9010,3040126,3013731,ANTI-HBSURFACE,Occupational Hlth Screen,1,2
9011,3040127,NA,ANTI-HBSURFACE INTERPRETATION,Occupational Hlth Screen,1,2
9240,3040356,NA,VZV ANTIBODIES,Occupational Hlth Screen,1,2
9046,3040162,3026725,OESTRADIOL,Oestradiol,72641,88433
11116,3042235,3021494,OLANZAPINE,Olanzapine,13,25
23237,8850,NA,MOBILE NUMBER FOR SMS,Old GCOV COVID-19 Antibody test (Serology),18,316
11599,3042720,NA,CLINICAL COMMENT GCOC,Old GCOV COVID-19 Antibody test (Serology),214,316
23246,8852,1988397,COVID-19 (SEROLOGY) ANTI-SARS COV 2 TOTAL AB,Old GCOV COVID-19 Antibody test (Serology),224,316
21095,5412,NA,HISTORIC COMMENT,Oligoclonal Bands,1,12107
14857,4546,3000085,OLIGOCLONAL BANDS,Oligoclonal Bands,1645,12107
9190,3040306,NA,OLIGOCLONAL BANDS COMMENTS,Oligoclonal Bands,5384,12107
9189,3040305,3048484,SERUM OLIGOCLONAL BANDS,Oligoclonal Bands,5942,12107
9188,3040304,3002182,CSF OLIGOCLONAL BANDS,Oligoclonal Bands,6123,12107
9190,3040306,NA,OLIGOCLONAL BANDS COMMENTS,Oligoclonal Bands (Blood),108,11879
9189,3040305,3048484,SERUM OLIGOCLONAL BANDS,Oligoclonal Bands (Blood),141,11879
9190,3040306,NA,OLIGOCLONAL BANDS COMMENTS,Oligoclonal Bands (CSF),68,11526
9188,3040304,3002182,CSF OLIGOCLONAL BANDS,Oligoclonal Bands (CSF),80,11526
10287,3041402,3024929,OPTICAL PLATELET COUNT,Optical Platelet Count,680,1706
9259,3040375,3008295,OSMOLALITY,Osmolality,24514,49437
9259,3040375,3008295,OSMOLALITY,Osmolality (Urgent),24514,124
12479,3043619,NA,GENERIC SANGER FAMILY REPORT,Other Neurogenetic test,1,3351
23532,8928,NA,OTHER SINGLE GENE ANALYSIS,Other single gene analysis (),5,2
23532,8928,NA,OTHER SINGLE GENE ANALYSIS,Other single gene analysis (Epilepsy gene panel/ SCN1A),5,5
23532,8928,NA,OTHER SINGLE GENE ANALYSIS,Other single gene analysis (MEN1),5,2
23532,8928,NA,OTHER SINGLE GENE ANALYSIS,Other single gene analysis (MTTP),5,2
23532,8928,NA,OTHER SINGLE GENE ANALYSIS,Other single gene analysis (Please send sample for array CGH and karyotyping),5,2
23532,8928,NA,OTHER SINGLE GENE ANALYSIS,Other single gene analysis (SCN1A),5,2
23532,8928,NA,OTHER SINGLE GENE ANALYSIS,Other single gene analysis (TTPA),5,2
23532,8928,NA,OTHER SINGLE GENE ANALYSIS,Other single gene analysis (epilepsy gene panel please),5,2
23532,8928,NA,OTHER SINGLE GENE ANALYSIS,Other single gene analysis (merlin),5,2
10638,3041753,NA,OUT OF HOURS VIROLOGY,Out Of Hours Virology,2,82
21095,5412,NA,HISTORIC COMMENT,Out Of Hours Virology,4,82
10639,3041754,NA,PLEASE NOTE VOPN,Out Of Hours Virology,16,82
10642,3041757,NA,CLINICAL COMMENT VOCC,Out Of Hours Virology,47,82
10641,3041756,NA,OUT OF HOURS TEST RESULT,Out Of Hours Virology,59,82
10640,3041755,NA,SAMPLE TESTED BY,Out Of Hours Virology,65,82
10466,3041581,NA,COMMENT OVCM,Ovarian Antibodies,10,651
10465,3041580,3011766,OVARIAN ANTIBODIES RESULT,Ovarian Antibodies,413,651
9850,3040966,3001747,OXALATE PLASMA,Oxalate (Plasma),30,43
11030,3042149,NA,OXFORD DNA REFERRAL,Oxford DNA Referral Sample,25,46
11464,3042583,NA,OXYGEN DISSOCIATION P50 =,Oxygen Dissociation,2,3
11465,3042584,NA,OXYGEN DISSOCIATION CONCLUSION,Oxygen Dissociation,2,3
23546,8950,NA,PLASMA OXYSTEROLS,Oxysterol (Plasma),51,141
10199,3041314,3017055,ADP10 UM,P2Y12 receptor platelet,112,36
10198,3041313,3017055,ADP 5.0 UM,P2Y12 receptor platelet,118,36
10199,3041314,3017055,ADP10 UM,P2Y12 receptor testing: platelet aggregation,112,118
10198,3041313,3017055,ADP 5.0 UM,P2Y12 receptor testing: platelet aggregation,118,118
11228,3042347,NA,PDGFR RECEPTOR STUDIES,PDGF Receptor,2,2
9141,3040257,3034212,IMMUNOFIXATION,PES And IFE,54,79
9960,3041075,3027391,COLLAGEN/ADP,PFA-100 Platelet Function,1856,3063
9961,3041076,3005807,COLLAGEN/EPINEPHRINE,PFA-100 Platelet Function,1868,3063
23578,304040019,NA,PRE-ECLAMPSIA SFLT1/PLGF,PRE ECLAMPSIA FACTOR,1,3
9045,3040161,3010566,PARATHYROID HORMONE,PTH And Vitd,77,139
8960,3040076,3020149,25-HYDROXY VITAMIN D TOTAL,PTH And Vitd,77,139
10333,3041448,NA,PTH-RELATED PEPTIDE,PTH-Related Peptide,189,482
21095,5412,NA,HISTORIC COMMENT,PVL Test,4,455
12022,3043150,NA,PLEASE NOTE PVLA,PVL Test,18,455
11676,3042799,NA,SPECIMEN TYPE AFBS,PVL Test,67,455
12027,3043155,NA,SPA REPEAT SUCCESSION PVSR,PVL Test,148,455
12026,3043154,NA,SPA TYPE PVSP,PVL Test,173,455
12028,3043156,NA,COMMENT PVLC,PVL Test,615,455
12023,3043151,NA,TESTED BY PVLS,PVL Test,703,455
12024,3043152,NA,ORGANISM PVLO,PVL Test,705,455
12021,3043149,NA,PVL TEST PVLT,PVL Test,881,455
12025,3043153,NA,PANTON VALENTINE LEUKOCIDIN,PVL Test,924,455
23591,9007,NA,COVID-19 LATERAL FLOW TEST STRIP NUMBER,Paeds & Adolescents Division Rapid COVID-19 PCR (restricted use),1,59
23590,9005,NA,COVID-19 LATERAL FLOW RESULT,Paeds & Adolescents Division Rapid COVID-19 PCR (restricted use),3,59
23229,8836,NA,COVID-19 CLINICAL COMMENT,Paeds & Adolescents Division Rapid COVID-19 PCR (restricted use),106212,59
23227,8834,NA,COVID-19 SPECIMEN TYPE,Paeds & Adolescents Division Rapid COVID-19 PCR (restricted use),106293,59
23228,8835,586526,COVID-19 RESULT,Paeds & Adolescents Division Rapid COVID-19 PCR (restricted use),107227,59
10118,3041233,NA,PLEASE NOTE PANA,Pancreas Islet Cell Antibodies,2,575
10120,3041235,NA,COMMENT PACM,Pancreas Islet Cell Antibodies,3,575
10119,3041234,3019628,PANCREAS ISLET CELLS ABS,Pancreas Islet Cell Antibodies,371,575
9228,3040344,3002617,PARACETAMOL,Paracetamol,13516,21772
9228,3040344,3002617,PARACETAMOL,Paracetamol level,13516,786
11080,3042199,NA,COMMENT PCCM,Paracoccidioides Serology,19,40
11079,3042198,NA,PARACOCCIDIOIDES IMMUNODIFF.,Paracoccidioides Serology,29,40
11078,3042197,NA,SPECIMEN TESTED BY PACR,Paracoccidioides Serology,31,40
9748,3040864,NA,PLEASE NOTE 2PF,Paraflu Virus Typing,32,1047
9749,3040865,NA,SPECIMEN TYPE PFLS,Paraflu Virus Typing,33,1047
9754,3040870,NA,CLINICAL COMMENT PFLC,Paraflu Virus Typing,73,1047
9753,3040869,46235766,PARAINFLUENZA TYPE 4,Paraflu Virus Typing,756,1047
9750,3040866,46235763,PARAINFLUENZA TYPE 1,Paraflu Virus Typing,1008,1047
9752,3040868,46235765,PARAINFLUENZA TYPE 3,Paraflu Virus Typing,1008,1047
9751,3040867,46235764,PARAINFLUENZA TYPE 2,Paraflu Virus Typing,1008,1047
8987,3040103,40758424,SERUM PROTEIN ELECTROPHORESIS,Parasitology Comment,4492,4492
21308,5554,NA,BLAVIM,Parasitology Comment,1,82003
21304,5550,NA,TEMOCILLIN,Parasitology Comment,1,82003
7280,1812291,NA,FLUCYTOSINE,Parasitology Comment,1,82003
8904,3040020,3024507,METAMYELOCYTES MET,Parasitology Comment,1,82003
21312,5558,NA,FLUCYTOSINE,Parasitology Comment,1,82003
21259,5505,NA,SYNERCID,Parasitology Comment,1,82003
21258,5504,NA,SULPHONAMIDE,Parasitology Comment,1,82003
4828,1697,NA,CYCLOSERINE LEVEL,Parasitology Comment,3,82003
7287,1812298,NA,POSACONAZOLE,Parasitology Comment,3,82003
21303,5549,NA,TICARCILLIN / CLAVULANIC ACID,Parasitology Comment,3,82003
21291,5537,NA,ETHIONAMIDE,Parasitology Comment,3,82003
21306,5552,NA,AMPICILLIN,Parasitology Comment,3,82003
12414,3043552,NA,TYPE DAPT,Parasitology Comment,3,82003
21305,5551,NA,TICARCILLIN,Parasitology Comment,3,82003
21284,5530,NA,CEFOXITIN,Parasitology Comment,4,82003
21294,5540,NA,OXACILLIN QUALITATIVE,Parasitology Comment,5,82003
21281,5527,NA,OXFLOXACIN,Parasitology Comment,5,82003
21301,5547,NA,POLYMIXIN,Parasitology Comment,5,82003
21277,5523,NA,NETILMICIN,Parasitology Comment,6,82003
21256,5502,NA,ROXITHROMYCIN,Parasitology Comment,6,82003
21278,5524,NA,P-AMINOSALICYLIC ACID (PAS),Parasitology Comment,7,82003
21282,5528,NA,QUINUPRISTIN/DALFOPRISTIN,Parasitology Comment,8,82003
7241,1812251,NA,FOSFOMYCIN,Parasitology Comment,8,82003
7198,1812203,3016324,MINOCYCLINE,Parasitology Comment,8,82003
21271,5517,NA,AMOXYCILLIN 26,Parasitology Comment,9,82003
21270,5516,NA,PROTHIONAMIDE,Parasitology Comment,9,82003
7199,1812205,NA,ERTAPENEM,Parasitology Comment,10,82003
7288,1812299,NA,VORICONAZOLE,Parasitology Comment,12,82003
3181,1552400,3027013,PIPERACILLIN,Parasitology Comment,12,82003
7196,1812200,NA,DOXYCYCLINE,Parasitology Comment,12,82003
21237,5483,NA,GENTAMICIN,Parasitology Comment,13,82003
9701,3040817,NA,CASPR2 ANTIBODIES,Parasitology Comment,13,82003
21268,5514,NA,CAPREOMYCIN,Parasitology Comment,13,82003
7272,1812283,NA,AMPHOTERICIN B,Parasitology Comment,14,82003
11210,3042329,NA,ITRACONAZOLE LEVEL ITRA,Parasitology Comment,15,82003
21260,5506,NA,VANCOMYCIN 5,Parasitology Comment,15,82003
21272,5518,NA,AMPICILLIN/SULBACTAM,Parasitology Comment,15,82003
21248,5494,NA,AMPC,Parasitology Comment,18,82003
7217,1812225,NA,CEFIXIME,Parasitology Comment,19,82003
3001,1551856,NA,MOXIFLOXACIN,Parasitology Comment,20,82003
21252,5498,NA,INDUCIBLE CLINDAMYCIN RESISTAN,Parasitology Comment,22,82003
7195,1812199,3018112,AZITHROMYCIN,Parasitology Comment,27,82003
7245,1812255,NA,KANAMYCIN,Parasitology Comment,27,82003
7213,1812221,3015486,CEFACLOR,Parasitology Comment,27,82003
7269,1812280,NA,TIGECYCLINE,Parasitology Comment,29,82003
7262,1812272,NA,SPECTINOMYCIN,Parasitology Comment,38,82003
7399,1812420,3019445,IMIPENEM,Parasitology Comment,38,82003
21253,5499,NA,METALLO BETA-LACTAMASE,Parasitology Comment,42,82003
2888,1551158,3014601,AZTREONAM,Parasitology Comment,47,82003
2894,1551290,3023852,CEFOXITIN,Parasitology Comment,51,82003
3180,1552398,3023921,OFLOXACIN,Parasitology Comment,57,82003
2891,1551284,3006072,CEFEPIME,Parasitology Comment,58,82003
21225,5471,NA,COTRIMOXAZOLE,Parasitology Comment,71,82003
7252,1812262,NA,MUPIROCIN,Parasitology Comment,76,82003
5093,1740183,NA,CLARITHROMYCIN,Parasitology Comment,85,82003
21226,5472,NA,TOBRAMYCIN,Parasitology Comment,90,82003
5120,1757,NA,CARBAPENEM SCREEN,Parasitology Comment,136,82003
3176,1552390,NA,NALIDIXIC ACID,Parasitology Comment,146,82003
21227,5473,NA,GENTAMICIN 200,Parasitology Comment,155,82003
2999,1551780,NA,LINEZOLID,Parasitology Comment,155,82003
21223,5469,NA,COLISTIN,Parasitology Comment,186,82003
4482,1640,NA,FLUID CULTURE,Parasitology Comment,242,82003
21073,5389,NA,HISTORIC CLINDAMYCIN,Parasitology Comment,324,82003
9877,3040993,3041449,COLLAGEN-1 C-TELOPEPTIDE,Parasitology Comment,326,82003
21219,5465,NA,CEPHADROXIL,Parasitology Comment,373,82003
21218,5464,NA,AMIKACIN,Parasitology Comment,396,82003
21217,5463,NA,FUCIDIN,Parasitology Comment,600,82003
21071,5387,NA,HISTORIC VANCOMYCIN,Parasitology Comment,678,82003
7292,1812303,NA,PYRAZINAMIDE,Parasitology Comment,748,82003
21049,5365,NA,HISTORIC STREPTOMYCIN,Parasitology Comment,756,82003
7207,1812215,NA,ISONIAZID,Parasitology Comment,759,82003
7206,1812214,NA,ETHAMBUTOL,Parasitology Comment,789,82003
20645,4965,NA,CROSSMATCH,Parasitology Comment,850,82003
21214,5460,NA,RIFAMPICIN,Parasitology Comment,860,82003
7253,1812263,NA,NEOMYCIN,Parasitology Comment,912,82003
5091,1740181,3009196,MEROPENEM,Parasitology Comment,975,82003
21076,5392,NA,HISTORIC CEPHALOTHIN,Parasitology Comment,1159,82003
21066,5382,NA,HISTORIC CEFTAZIDIME,Parasitology Comment,1305,82003
21261,5507,NA,TETRACYCLINE,Parasitology Comment,1457,82003
10440,3041555,NA,ALPHA MLPA PAT,Parasitology Comment,1576,82003
21057,5373,NA,HISTORIC PIPERACILLIN/TAZOBACTAM,Parasitology Comment,1644,82003
20999,5315,NA,HISTORIC METRONIDAZOLE,Parasitology Comment,3815,82003
21072,5388,NA,HISTORIC CEFUROXIME,Parasitology Comment,3861,82003
21012,5328,NA,HISTORIC TEICOPLANIN,Parasitology Comment,3974,82003
3165,1552372,3035007,GENTAMICIN,Parasitology Comment,4999,82003
21020,5336,NA,HISTORIC CIPROFLOXACIN,Parasitology Comment,5818,82003
11818,3042942,NA,COMMENT AMC,Parasitology Comment,9641,82003
21041,5357,NA,HISTORIC METHICILLIN/FLUCLOXACILLIN,Parasitology Comment,13466,82003
21006,5322,NA,HISTORIC ERYTHROMYCIN,Parasitology Comment,20598,82003
21039,5355,NA,HISTORIC PENICILLIN,Parasitology Comment,20838,82003
21058,5374,NA,HISTORIC TRIMETHOPRIM,Parasitology Comment,21431,82003
20997,5313,NA,HISTORIC NITROFURANTOIN,Parasitology Comment,21515,82003
82,1087,NA,WINPATH AMOXICILLIN,Parasitology Comment,27147,82003
20993,5309,NA,HISTORIC METHOD,Parasitology Comment,82758,82003
15184,4840,NA,ORGANISMS ORG,Parasitology Comment,82907,82003
11908,3043032,NA,PARASITOLOGY OUT OF HOURS,Parasitology Out Of Hours,2730,1671
9045,3040161,3010566,PARATHYROID HORMONE,Parathyroid Hormone,53532,97106
10382,3041497,NA,PNH MARKER SCREEN LEEDS,Paroxysmal Nocturnal Haemoglobinuria Screen,962,2385
21095,5412,NA,HISTORIC COMMENT,Parvovirus B19 Antibodies (IgG & IgM),1,5584
4197,1628749,NA,PARVOVIRUS B19 IGG,Parvovirus B19 Antibodies (IgG & IgM),1,5584
14038,4288,NA,PLEASE NOTE 1PA,Parvovirus B19 Antibodies (IgG & IgM),29,5584
9503,3040619,NA,NOTE PARN,Parvovirus B19 Antibodies (IgG & IgM),96,5584
9502,3040618,NA,CLINICAL COMMENT PARC,Parvovirus B19 Antibodies (IgG & IgM),737,5584
9499,3040615,NA,PARVOVIRUS ANTIBODY SCREEN,Parvovirus B19 Antibodies (IgG & IgM),3177,5584
9500,3040616,3020457,PARVOVIRUS-SPECIFIC IGG PRVG,Parvovirus B19 Antibodies (IgG & IgM),3320,5584
9501,3040617,3020147,PARVOVIRUS-SPECIFIC IGM PRVM,Parvovirus B19 Antibodies (IgG & IgM),3321,5584
21095,5412,NA,HISTORIC COMMENT,Parvovirus B19 DNA Detection (PCR),4,3024
10173,3041288,NA,PLEASE NOTE 1RPA,Parvovirus B19 DNA Detection (PCR),67,3024
10178,3041293,NA,CLINICAL COMMENT RPR4,Parvovirus B19 DNA Detection (PCR),384,3024
10176,3041291,NA,PARVOVIRUS-SPECIFIC IGG RPR2,Parvovirus B19 DNA Detection (PCR),670,3024
10175,3041290,NA,PARVOVIRUS-SPECIFIC IGM RPR1,Parvovirus B19 DNA Detection (PCR),685,3024
10177,3041292,3032435,PARVOVIRUS DNA,Parvovirus B19 DNA Detection (PCR),1257,3024
10174,3041289,NA,SPECIMEN TESTED BY RPR5,Parvovirus B19 DNA Detection (PCR),1316,3024
10172,3041287,NA,PARVOVIRUS REF. LAB RESULTS,Parvovirus B19 DNA Detection (PCR),1321,3024
23864,9294,NA,SPECIMEN TYPE B19S,Parvovirus B19 viral load,1,104
23863,9298,NA,WINPATH CLINICAL COMMENT PBCC,Parvovirus B19 viral load,5,104
23861,9297,NA,WINPATH LAB COMMENT PBLC,Parvovirus B19 viral load,5,104
23866,9296,NA,WINPATH PARVO B19 VIRAL LOAD,Parvovirus B19 viral load,15,104
23862,9295,NA,WINPATH PARVO B19 DNA,Parvovirus B19 viral load,47,104
23591,9007,NA,COVID-19 LATERAL FLOW TEST STRIP NUMBER,Pathology Division Rapid COVID-19 PCR (restricted use),1,7
23590,9005,NA,COVID-19 LATERAL FLOW RESULT,Pathology Division Rapid COVID-19 PCR (restricted use),3,7
23229,8836,NA,COVID-19 CLINICAL COMMENT,Pathology Division Rapid COVID-19 PCR (restricted use),106212,7
23227,8834,NA,COVID-19 SPECIMEN TYPE,Pathology Division Rapid COVID-19 PCR (restricted use),106293,7
23228,8835,586526,COVID-19 RESULT,Pathology Division Rapid COVID-19 PCR (restricted use),107227,7
11216,3042335,NA,COMMENT GOCM,Pemphigoid,1,11
11215,3042334,NA,PEMPHIGOID RESULT,Pemphigoid,6,11
11218,3042337,NA,PEMPHIGUS SCREEN RESULT,Pemphigus,5,10
21095,5412,NA,HISTORIC COMMENT,Perampanel (Fycompa),2,1880
10012,3041127,NA,PERAMPANEL DOSE,Perampanel (Fycompa),1102,1880
10013,3041128,NA,PERAMPANEL TIME,Perampanel (Fycompa),1301,1880
10011,3041126,NA,PERAMPANEL LEVEL,Perampanel (Fycompa),1354,1880
21095,5412,NA,HISTORIC COMMENT,Perampanel (Fycompa) - Drug Levels,2,747
10012,3041127,NA,PERAMPANEL DOSE,Perampanel (Fycompa) - Drug Levels,1102,747
10013,3041128,NA,PERAMPANEL TIME,Perampanel (Fycompa) - Drug Levels,1301,747
10011,3041126,NA,PERAMPANEL LEVEL,Perampanel (Fycompa) - Drug Levels,1354,747
21427,5677,NA,WINPATH PERIPHERAL BLOOD (SIHMDS),Peripheral Blood (SIHMDS),3106,11870
9141,3040257,3034212,IMMUNOFIXATION,"Pes, Slch, Ife",5,7
9085,3040201,3034860,FREE KAPPA LIGHT CHAINS UCLH,"Pes, Slch, Ife",5,7
8987,3040103,40758424,SERUM PROTEIN ELECTROPHORESIS,"Pes, Slch, Ife",5,7
8988,3040104,3046299,PARAPROTEIN,"Pes, Slch, Ife",5,7
9086,3040202,3047169,FREE LAMBDA LIGHT CHAINSUCLH,"Pes, Slch, Ife",5,7
8922,3040038,3020630,TOTAL PROTEIN (HSL),"Pes, Slch, Ife",5,7
9087,3040203,3053209,FREE KAPPALAMBDA RATIO UCLH,"Pes, Slch, Ife",9,7
11032,3042151,NA,PH1 AGXT STEP 1,Ph1 (Agxt) Step 1,4,4
11081,3042200,NA,PH1 AGXT STEP 2,Ph1 (Agxt) Step 2,2,2
11167,3042286,NA,PH2 GRHPR STEP 1,Ph2 (Grhpr) Step 1,2,2
11168,3042287,NA,PH2 GRHPR STEP 2,Ph2 (Grhpr) Step 2,2,2
11082,3042201,NA,PH3 HOGA1 STEP 1,Ph3 (Hoga1) Step 1,2,2
11117,3042236,NA,PH3 HOGA1 STEP 2,Ph3 (Hoga1) Step 2,2,2
9574,3040690,3016728,PLASMA TOTAL HOMOCYSTEINE PHC1,Phe/Tyr Monitoring,984,1019
9580,3040696,3004955,PLASMA TYROSINE,Phe/Tyr Monitoring,987,1019
9582,3040698,3022813,PLASMA PHENYLALANINE,Phe/Tyr Monitoring,987,1019
21095,5412,NA,HISTORIC COMMENT,Phenobarbital (Chalfont),4,233
10024,3041139,NA,PHENOBARBITAL TIME,Phenobarbital (Chalfont),395,233
10023,3041138,NA,PHENOBARBITAL DOSE,Phenobarbital (Chalfont),395,233
10022,3041137,NA,PHENOBARBITAL LEVEL,Phenobarbital (Chalfont),452,233
21095,5412,NA,HISTORIC COMMENT,Phenobarbital (Chalfont) - Drug Levels,4,184
10024,3041139,NA,PHENOBARBITAL TIME,Phenobarbital (Chalfont) - Drug Levels,395,184
10023,3041138,NA,PHENOBARBITAL DOSE,Phenobarbital (Chalfont) - Drug Levels,395,184
10022,3041137,NA,PHENOBARBITAL LEVEL,Phenobarbital (Chalfont) - Drug Levels,452,184
10023,3041138,NA,PHENOBARBITAL DOSE,Phenobarbital (Chalfont) - Drug Levels (Saliva),9,9
11227,3042346,NA,EQUIVALENT TOTAL BLOOD LEVEL PBS1,Phenobarbital (Chalfont) - Drug Levels (Saliva),9,9
11226,3042345,NA,SALIVA PHENOBARBITAL LEVEL,Phenobarbital (Chalfont) - Drug Levels (Saliva),9,9
10024,3041139,NA,PHENOBARBITAL TIME,Phenobarbital (Chalfont) - Drug Levels (Saliva),9,9
21095,5412,NA,HISTORIC COMMENT,Phenobarbital (Luminal),4,362
